17|STD_ERR of ratios|residual|E|imf||0.05310|
17|STD_ERR of ratios|residual|E|imf|rmfl|0.44550
17|STD_ERR of ratios|residual|E|rmfl||0.05243|
18|NATURAL|animal|A|imf||0.18220|
18|NATURAL|animal|A|imf|ptz|5.50500
18|NATURAL|animal|A|ptz||5769.00000|
18|NATURAL|wu|R|imf||3203.00000|
18|NATURAL|residual|E|imf||0.09943|
18|NATURAL|residual|E|imf|ptz|-2.22900
18|NATURAL|residual|E|ptz||1848.00000|
18|Phenotypic|||imf||0.28170|
18|Phenotypic|||imf|ptz|3.27600
18|Phenotypic|||ptz||10820.00000|
18|RATIOS|animal|A|imf||0.64700|
18|RATIOS|animal|A|imf|ptz|0.16980
18|RATIOS|animal|A|ptz||0.53310|
18|RATIOS|wu|R|imf||0.29600|
18|RATIOS|residual|E|imf||0.35300|
18|RATIOS|residual|E|imf|ptz|-0.16440
18|RATIOS|residual|E|ptz||0.17080|
18|STD_ERR of components|animal|A|imf||0.02945|
18|STD_ERR of components|animal|A|imf|ptz|0.02290
18|STD_ERR of components|animal|A|ptz||5.00700|
18|STD_ERR of components|wu|R|imf||18.65000|
18|STD_ERR of components|residual|E|imf||0.02258|
18|STD_ERR of components|residual|E|imf|ptz|0.01546
18|STD_ERR of components|residual|E|ptz||3.43000|
18|STD_ERR of ratios|animal|A|imf||0.14410|
18|STD_ERR of ratios|animal|A|imf|ptz|0.06870
18|STD_ERR of ratios|animal|A|ptz||0.03800|
18|STD_ERR of ratios|wu|R|imf||0.12230|
18|STD_ERR of ratios|residual|E|imf||0.09573|
18|STD_ERR of ratios|residual|E|imf|ptz|0.12480
18|STD_ERR of ratios|residual|E|ptz||0.03396|
19|NATURAL|animal|A|fuvz||268.00000|
19|NATURAL|animal|A|fuvz|ffl|-10.18000
19|NATURAL|animal|A|ffl||12.38000|
19|NATURAL|residual|E|fuvz||122.60000|
19|NATURAL|residual|E|fuvz|ffl|20.77000
19|NATURAL|residual|E|ffl||3.51700|
19|Phenotypic|||fuvz||390.60000|
19|Phenotypic|||fuvz|ffl|10.58000
19|Phenotypic|||ffl||15.90000|
19|RATIOS|animal|A|fuvz||0.68610|
19|RATIOS|animal|A|fuvz|ffl|-0.17680
19|RATIOS|animal|A|ffl||0.77880|
19|RATIOS|residual|E|fuvz||0.31390|
19|RATIOS|residual|E|fuvz|ffl|1.00000
19|RATIOS|residual|E|ffl||0.22120|
19|STD_ERR of components|animal|A|fuvz||0.76530|
19|STD_ERR of components|animal|A|fuvz|ffl|0.69190
19|STD_ERR of components|animal|A|ffl||0.51570|
19|STD_ERR of components|residual|E|fuvz||0.53290|
19|STD_ERR of components|residual|E|fuvz|ffl|0.78910
19|STD_ERR of components|residual|E|ffl||0.28100|
19|STD_ERR of ratios|animal|A|fuvz||0.05100|
19|STD_ERR of ratios|animal|A|fuvz|ffl|0.09515
19|STD_ERR of ratios|animal|A|ffl||0.09363|
19|STD_ERR of ratios|residual|E|fuvz||0.05100|
19|STD_ERR of ratios|residual|E|fuvz|ffl|0.00001
19|STD_ERR of ratios|residual|E|ffl||0.09363|
20|NATURAL|animal|A|fuvz||249.00000|
20|NATURAL|animal|A|fuvz|usmd|-2.26000
20|NATURAL|animal|A|usmd||10.78000|
20|NATURAL|residual|E|fuvz||135.40000|
20|NATURAL|residual|E|fuvz|usmd|0.38410
20|NATURAL|residual|E|usmd||0.00109|
20|Phenotypic|||fuvz||384.40000|
20|Phenotypic|||fuvz|usmd|-1.87500
20|Phenotypic|||usmd||10.78000|
20|RATIOS|animal|A|fuvz||0.64780|
20|RATIOS|animal|A|fuvz|usmd|-0.04362
20|RATIOS|animal|A|usmd||0.99990|
20|RATIOS|residual|E|fuvz||0.35220|
20|RATIOS|residual|E|fuvz|usmd|1.00000
20|RATIOS|residual|E|usmd||0.00010|
21|NATURAL|animal|A|fuvz||254.30000|
21|NATURAL|animal|A|fuvz|rmfl|-15.81000
21|NATURAL|animal|A|rmfl||21.34000|
21|NATURAL|residual|E|fuvz||133.00000|
21|NATURAL|residual|E|fuvz|rmfl|-5.81800
21|NATURAL|residual|E|rmfl||0.84840|
21|Phenotypic|||fuvz||387.30000|
21|Phenotypic|||fuvz|rmfl|-21.63000
21|Phenotypic|||rmfl||22.18000|
21|RATIOS|animal|A|fuvz||0.65660|
21|RATIOS|animal|A|fuvz|rmfl|-0.21460
21|RATIOS|animal|A|rmfl||0.96180|
21|RATIOS|residual|E|fuvz||0.34340|
21|RATIOS|residual|E|fuvz|rmfl|-0.54770
21|RATIOS|residual|E|rmfl||0.03825|
21|STD_ERR of components|animal|A|fuvz||0.78410|
21|STD_ERR of components|animal|A|fuvz|rmfl|0.98770
21|STD_ERR of components|animal|A|rmfl||0.33270|
21|STD_ERR of components|residual|E|fuvz||0.57910|
21|STD_ERR of components|residual|E|fuvz|rmfl|0.85450
21|STD_ERR of components|residual|E|rmfl||0.21770|
21|STD_ERR of ratios|animal|A|fuvz||0.05538|
21|STD_ERR of ratios|animal|A|fuvz|rmfl|0.06131
21|STD_ERR of ratios|animal|A|rmfl||0.05116|
21|STD_ERR of ratios|residual|E|fuvz||0.05538|
21|STD_ERR of ratios|residual|E|fuvz|rmfl|0.38690
21|STD_ERR of ratios|residual|E|rmfl||0.05116|
22|NATURAL|animal|A|fuvz||254.40000|
22|NATURAL|animal|A|fuvz|ptz|-497.80000
22|NATURAL|animal|A|ptz||5655.00000|
22|NATURAL|wu|R|fuvz||2364.00000|
22|NATURAL|residual|E|fuvz||133.10000|
22|NATURAL|residual|E|fuvz|ptz|-166.80000
22|NATURAL|residual|E|ptz||1927.00000|
22|Phenotypic|||fuvz||387.50000|
22|Phenotypic|||fuvz|ptz|-664.60000
22|Phenotypic|||ptz||9946.00000|
22|RATIOS|animal|A|fuvz||0.65660|
22|RATIOS|animal|A|fuvz|ptz|-0.41500
22|RATIOS|animal|A|ptz||0.56850|
22|RATIOS|wu|R|fuvz||0.23770|
22|RATIOS|residual|E|fuvz||0.34340|
22|RATIOS|residual|E|fuvz|ptz|-0.32940
22|RATIOS|residual|E|ptz||0.19380|
22|STD_ERR of components|animal|A|fuvz||0.77580|
22|STD_ERR of components|animal|A|fuvz|ptz|0.95460
22|STD_ERR of components|animal|A|ptz||5.46500|
22|STD_ERR of components|wu|R|fuvz||14.62000|
22|STD_ERR of components|residual|E|fuvz||0.58040|
22|STD_ERR of components|residual|E|fuvz|ptz|0.69610
22|STD_ERR of components|residual|E|ptz||3.73400|
