11|animal|A|36408
11|lmf|F|1
11|sex|F|2
11|bjq|F|5
11|bg|F|1072
11|uss|F|188
11|animal|A|36408
12|lmf|F|1
12|sex|F|3
12|bjq|F|5
12|bg|F|1160
12|uss|F|287
12|animal|A|36408
12|skmw|F|1
12|abt|F|3
12|lmf|F|1
12|sex|F|3
12|bjq|F|5
12|bg|F|1160
12|uss|F|287
12|animal|A|36408
12|skmw|F|1
12|abt|F|3
13|lmf|F|1
13|sex|F|3
13|bjq|F|5
13|bg|F|1163
13|uss|F|295
13|animal|A|36408
13|pelm|F|1
13|abt|F|3
13|wu|R|9
13|lmf|F|1
13|sex|F|3
13|bjq|F|5
13|bg|F|1163
13|uss|F|295
13|animal|A|36408
13|pelm|F|1
13|abt|F|3
13|wu|R|9
14|skmw|F|1
14|sex|F|3
14|abt|F|3
14|bg|F|360
14|animal|A|36408
14|pelm|F|1
14|skmw|F|1
14|sex|F|3
14|abt|F|3
14|bg|F|360
14|animal|A|36408
14|pelm|F|1
15|skmw|F|1
15|sex|F|3
15|abt|F|3
15|bg|F|306
15|animal|A|36408
15|skmw|F|1
15|sex|F|3
15|abt|F|3
15|bg|F|306
15|animal|A|36408
16|skmw|F|1
16|sex|F|3
16|abt|F|3
16|bg|F|1153
16|animal|A|36408
16|lmf|F|1
16|bjq|F|5
16|uss|F|284
16|skmw|F|1
16|sex|F|3
16|abt|F|3
16|bg|F|1153
16|animal|A|36408
16|lmf|F|1
16|bjq|F|5
16|uss|F|284
17|skmw|F|1
17|sex|F|3
17|abt|F|3
17|bg|F|306
17|animal|A|36408
17|skmw|F|1
17|sex|F|3
17|abt|F|3
17|bg|F|306
17|animal|A|36408
18|skmw|F|1
18|sex|F|3
18|abt|F|2
18|bg|F|360
18|animal|A|36408
18|pelm|F|1
18|wu|R|5
18|skmw|F|1
18|sex|F|3
18|abt|F|2
18|bg|F|360
18|animal|A|36408
18|pelm|F|1
18|wu|R|5
19|pelm|F|1
19|sex|F|3
19|abt|F|3
19|bg|F|360
19|animal|A|36408
19|skmw|F|1
19|pelm|F|1
19|sex|F|3
19|abt|F|3
19|bg|F|360
19|animal|A|36408
19|skmw|F|1
20|pelm|F|1
20|sex|F|3
20|abt|F|3
20|bg|F|1157
20|animal|A|36408
20|lmf|F|1
20|bjq|F|5
20|uss|F|293
20|pelm|F|1
20|sex|F|3
20|abt|F|3
20|bg|F|1157
20|animal|A|36408
20|lmf|F|1
20|bjq|F|5
20|uss|F|293
21|pelm|F|1
21|sex|F|3
21|abt|F|3
21|bg|F|360
21|animal|A|36408
21|skmw|F|1
21|pelm|F|1
21|sex|F|3
21|abt|F|3
21|bg|F|360
21|animal|A|36408
21|skmw|F|1
22|pelm|F|1
22|sex|F|3
22|abt|F|3
22|bg|F|360
22|animal|A|36408
22|wu|R|5
22|pelm|F|1
22|sex|F|3
22|abt|F|3
22|bg|F|360
22|animal|A|36408
22|wu|R|5
23|skmw|F|1
23|sex|F|3
23|abt|F|3
23|bg|F|1157
23|animal|A|36408
23|lmf|F|1
23|bjq|F|5
23|uss|F|287
23|skmw|F|1
23|sex|F|3
23|abt|F|3
23|bg|F|1157
23|animal|A|36408
23|lmf|F|1
23|bjq|F|5
23|uss|F|287
24|skmw|F|1
24|sex|F|3
24|abt|F|2
24|bg|F|306
24|animal|A|36408
24|skmw|F|1
24|sex|F|3
24|abt|F|2
24|bg|F|306
24|animal|A|36408
25|skmw|F|1
25|sex|F|3
25|abt|F|2
25|bg|F|360
25|animal|A|36408
25|pelm|F|1
25|wu|R|5
25|skmw|F|1
25|sex|F|3
25|abt|F|2
25|bg|F|360
25|animal|A|36408
25|pelm|F|1
25|wu|R|5
26|lmf|F|1
26|sex|F|3
26|bg|F|1156
26|bjq|F|5
26|uss|F|287
26|animal|A|36408
26|skmw|F|1
26|abt|F|3
26|lmf|F|1
26|sex|F|3
26|bg|F|1156
26|bjq|F|5
26|uss|F|287
26|animal|A|36408
26|skmw|F|1
26|abt|F|3
27|lmf|F|1
27|sex|F|3
27|bg|F|1159
27|bjq|F|5
27|uss|F|295
27|animal|A|36408
27|pelm|F|1
27|abt|F|3
27|wu|R|8
27|lmf|F|1
27|sex|F|3
27|bg|F|1159
27|bjq|F|5
27|uss|F|295
27|animal|A|36408
27|pelm|F|1
27|abt|F|3
27|wu|R|8
28|skmw|F|1
28|sex|F|3
28|abt|F|2
28|bg|F|360
28|animal|A|36408
28|pelm|F|1
28|wu|R|5
28|skmw|F|1
28|sex|F|3
28|abt|F|2
28|bg|F|360
28|animal|A|36408
28|pelm|F|1
28|wu|R|5
29|sex|F|2
29|bjq|F|5
29|bg|F|1072
29|wu|R|8
29|animal|A|36408
29|lmf|F|1
29|uss|F|188
29|sex|F|2
29|bjq|F|5
29|bg|F|1072
29|wu|R|8
29|animal|A|36408
29|lmf|F|1
29|uss|F|188
30|sex|F|3
30|bjq|F|5
30|bg|F|1157
30|wu|R|9
30|animal|A|36408
30|skmw|F|1
30|abt|F|3
30|sex|F|3
30|bjq|F|5
30|bg|F|1157
30|wu|R|9
30|animal|A|36408
30|skmw|F|1
30|abt|F|3
31|sex|F|3
31|bjq|F|5
31|bg|F|1161
31|wu|R|9
31|animal|A|36408
31|pelm|F|1
31|abt|F|3
31|sex|F|3
31|bjq|F|5
31|bg|F|1161
31|wu|R|9
31|animal|A|36408
31|pelm|F|1
31|abt|F|3
32|sex|F|3
32|bjq|F|5
32|bg|F|1161
32|wu|R|9
32|animal|A|36408
32|skmw|F|1
32|abt|F|3
32|sex|F|3
32|bjq|F|5
32|bg|F|1161
32|wu|R|9
32|animal|A|36408
32|skmw|F|1
32|abt|F|3
33|sex|F|2
33|bjq|F|5
33|bg|F|1072
33|wu|R|8
33|animal|A|36408
33|lmf|F|1
33|uss|F|188
33|sex|F|2
33|bjq|F|5
33|bg|F|1072
33|wu|R|8
33|animal|A|36408
33|lmf|F|1
33|uss|F|188
34|sex|F|3
34|bjq|F|5
34|bg|F|1160
34|wu|R|9
34|animal|A|36408
34|skmw|F|1
34|abt|F|3
34|sex|F|3
34|bjq|F|5
34|bg|F|1160
34|wu|R|9
34|animal|A|36408
34|skmw|F|1
34|abt|F|3
